상품명,제조사,칩셋명,가격,판매몰,출시일
GIGABYTE 지포스 GT730 UD2 D5 2GB 블랙펄 피씨디렉트,GIGABYTE,GT730,299990.0,3,2021-02-01
ASUS DUAL 지포스 GTX 1650 O4G D5 4GB,ASUS,GTX 1650,247000.0,5,2019-04-01
GIGABYTE AORUS 지포스 RTX 3050 ELITE D6 8GB 피씨디렉트,GIGABYTE,RTX 3050,620000.0,1,2022-03-01
GIGABYTE 지포스 RTX 3050 EAGLE OC D6 8GB 피씨디렉트,GIGABYTE,RTX 3050,499500.0,5,2022-01-01
ASUS TUF Gaming 지포스 GTX 1650 4G D6 4GB,ASUS,GTX 1650,332720.0,3,2021-10-01
GIGABYTE 지포스 RTX 3070 EAGLE V2 D6 8GB 피씨디렉트,GIGABYTE,RTX 3070,3500000.0,1,2021-07-01
EVGA 지포스 RTX 3060 XC GAMING D6 12GB LHR,EVGA,RTX 3060,535800.0,1,2021-07-01
GIGABYTE 지포스 RTX 3060 VISION OC V2 D6 12GB 제이씨현,GIGABYTE,RTX 3060,800000.0,1,2021-06-01
GIGABYTE 지포스 GTX 1660 UDV OC D5 6GB 피씨디렉트,GIGABYTE,GTX 1660,1690000.0,1,2020-09-01
리드텍 WinFast 지포스 GTX 1660 SUPER HURRICANE D6 6GB,리드텍,GTX 1660 SUPER,797200.0,3,2019-11-01
GIGABYTE 지포스 RTX 3060 Ti WINDFORCE OC D6 8GB 제이씨현,GIGABYTE,RTX 3060 Ti,,0,2022-08-01
GAINWARD 지포스 RTX 2060 고스트 V1 D6 12GB,GAINWARD,RTX 2060,609000.0,2,2021-12-01
GIGABYTE 지포스 RTX 3060 Ti Gaming OC PRO V3 D6 8GB 피씨디렉트,GIGABYTE,RTX 3060 Ti,2500000.0,4,2021-07-01
GIGABYTE 지포스 RTX 3060 Ti WINDFORCE OC V2 D6 8GB 피씨디렉트,GIGABYTE,RTX 3060 Ti,636000.0,1,2023-05-01
갤럭시 갤라즈 BOY 지포스 RTX 3060 Ti PLUS V2 D6X 8GB,갤럭시,RTX 3060 Ti,723990.0,2,2022-12-01
갤럭시 갤라즈 BOY 지포스 RTX 3050 D6 8GB,갤럭시,RTX 3050,383000.0,2,2022-06-01
이엠텍 지포스 RTX 3060 STORM X Dual OC D6 12GB 디아블로2 레저렉션,이엠텍,RTX 3060,2500000.0,2,2021-09-01
COLORFUL iGame 지포스 RTX 3090 Kudan D6X 24GB,COLORFUL,RTX 3090,,0,2021-09-01
MSI 지포스 RTX 3090 게이밍 X 트리오 D6X 24GB 트라이프로져2,MSI,RTX 3090,,0,2020-09-01
MSI 지포스 GTX 1650 벤투스 S OC D5 4GB,MSI,GTX 1650,234000.0,2,2019-04-01
COLORFUL 지포스 RTX 2060 토마호크 V2 D6 6GB,COLORFUL,RTX 2060,462210.0,3,2021-12-01
GIGABYTE 지포스 GTX 1650 MINI ITX D5 4GB 피씨디렉트,GIGABYTE,GTX 1650,423350.0,1,2021-07-01
갤럭시 갤라즈 GALAX 지포스 RTX 3060 Ti PLUS D6X 8GB,갤럭시,RTX 3060 Ti,859000.0,1,2022-10-01
PNY 지포스 RTX 3060 VERTO D6 12GB Dual 제이씨현,PNY,RTX 3060,379000.0,3,2022-09-01
EVGA 지포스 RTX 3050 XC GAMING D6 8GB,EVGA,RTX 3050,370000.0,1,2022-02-01
COLORFUL 지포스 RTX 2060 토마호크 D6 12GB,COLORFUL,RTX 2060,694740.0,3,2021-12-01
GIGABYTE 지포스 RTX 2060 UDV D6 12GB 피씨디렉트,GIGABYTE,RTX 2060,795590.0,1,2021-12-01
리드텍 WinFast 지포스 GT730 D3 1GB LP,리드텍,GT730,76180.0,3,2021-11-01
MANLI 지포스 RTX 3070 Rush D6 8GB LHR,MANLI,RTX 3070,1251900.0,1,2021-11-01
GIGABYTE 지포스 RTX 3070 VISION OC V2 D6 8GB 피씨디렉트,GIGABYTE,RTX 3070,2980000.0,2,2021-08-01
GIGABYTE 지포스 RTX 3070 VISION OC V2 D6 8GB 제이씨현,GIGABYTE,RTX 3070,3500000.0,3,2021-07-01
GIGABYTE AORUS 지포스 RTX 3070 Master V2 D6 8GB 제이씨현,GIGABYTE,RTX 3070,3500000.0,3,2021-07-01
PNY 지포스 RTX 3060 Ti UPRISING D6 8GB Dual LHR 제이씨현,PNY,RTX 3060 Ti,583680.0,1,2021-07-01
GIGABYTE 지포스 RTX 3060 Ti VISION OC V2 D6 8GB 피씨디렉트,GIGABYTE,RTX 3060 Ti,2500000.0,1,2021-06-01
ASUS PH 지포스 GTX 1650 O4G D6 4GB,ASUS,GTX 1650,399000.0,3,2021-06-01
PNY XLR8 지포스 RTX 3090 REVEL EPIC-X RGB D6X 24GB Triple,PNY,RTX 3090,3300000.0,1,2021-02-01
COLORFUL 지포스 GTX 1660 Ti 토마호크 D6 6GB,COLORFUL,GTX 1660 Ti,1500000.0,1,2019-11-01
GIGABYTE 지포스 GTX 1660 UDV OC D5 6GB 제이씨현,GIGABYTE,GTX 1660,461340.0,1,2019-03-01
MAXSUN 지포스 GTX1050 Ti 트랜스포머 D5 4GB,MAXSUN,GTX1050 Ti,,0,2021-12-01
STCOM 지포스 GTX 1660 SUPER D6 6GB,STCOM,GTX 1660 SUPER,,0,2023-09-01
COLORFUL iGame 지포스 RTX 3060 Ti Ultra OC D6X 8GB White V2,COLORFUL,RTX 3060 Ti,,0,2023-02-01
GIGABYTE 지포스 RTX 2060 SUPER WINDFORCE D6 8GB 피씨디렉트,GIGABYTE,RTX 2060 SUPER,,0,2022-05-01
MSI 지포스 RTX 3080 시호크 X D6X 10GB LHR,MSI,RTX 3080,2137500.0,2,2021-09-01
MSI 지포스 GTX 1650 벤투스 S D5 4GB,MSI,GTX 1650,234000.0,2,2021-08-01
COLORFUL 지포스 RTX 3060 토마호크 DUO D6 12GB LHR,COLORFUL,RTX 3060,2500000.0,2,2021-07-01
GIGABYTE 지포스 RTX 3060 EAGLE V2 D6 12GB 제이씨현,GIGABYTE,RTX 3060,1199800.0,2,2021-02-01
PNY 지포스 RTX 3060 Ti VERTO D6 8GB Dual LHR 제이씨현,PNY,RTX 3060 Ti,658440.0,2,2022-09-01
COLORFUL 지포스 RTX 3060 Ti 토마호크 V2 D6 8GB LHR,COLORFUL,RTX 3060 Ti,,0,2021-09-01
GIGABYTE 지포스 GTX 1650 WINDFORCE D6 4GB 피씨디렉트,GIGABYTE,GTX 1650,900000.0,2,2021-07-01
GIGABYTE AORUS 지포스 RTX 3060 ELITE V2 D6 12GB 제이씨현,GIGABYTE,RTX 3060,2500000.0,2,2021-06-01
COLORFUL 지포스 RTX 3060 토마호크 DUO V2 D6 12GB LHR,COLORFUL,RTX 3060,550840.0,1,2021-09-01
GIGABYTE 지포스 RTX 3070 EAGLE V2 D6 8GB 제이씨현,GIGABYTE,RTX 3070,3500000.0,1,2021-07-01
ASUS TUF Gaming 지포스 GTX 1650 D6 4GB,ASUS,GTX 1650,246000.0,1,2021-06-01
GIGABYTE 지포스 RTX 3060 Ti EAGLE V2 D6 8GB 제이씨현,GIGABYTE,RTX 3060 Ti,717970.0,1,2021-06-01
PNY 지포스 GTX 1650 D6 4GB Dual 제이씨현,PNY,GTX 1650,235000.0,1,2020-10-01
GAINWARD 지포스 GTX 1650 고스트 OC D6 4GB,GAINWARD,GTX 1650,414000.0,1,2020-08-01
GIGABYTE 지포스 RTX 3050 WINDFORCE OC D6 8GB 피씨디렉트,GIGABYTE,RTX 3050,436000.0,1,2023-04-01
PNY 지포스 RTX 3060 Ti VERTO D6 8GB Dual LHR 마이크로닉스,PNY,RTX 3060 Ti,604200.0,1,2022-09-01
MSI 지포스 GTX 1650 벤투스 S V1 D6 4GB,MSI,GTX 1650,,0,2022-08-01
GIGABYTE 지포스 RTX 3050 EAGLE D6 8GB 제이씨현,GIGABYTE,RTX 3050,479570.0,1,2022-01-01
COLORFUL 지포스 RTX 3060 Ti 토마호크 DUO D6 8GB LHR,COLORFUL,RTX 3060 Ti,720000.0,1,2021-08-01
PNY 지포스 RTX 3060 Ti UPRISING D6 8GB Dual LHR 마이크로닉스,PNY,RTX 3060 Ti,862000.0,1,2021-07-01
GIGABYTE 지포스 GTX 1650 WINDFORCE OC D6 4GB 피씨디렉트,GIGABYTE,GTX 1650,599800.0,1,2020-09-01
PNY XLR8 지포스 GTX 1660 SUPER OC D6 6GB 마이크로닉스,PNY,GTX 1660 SUPER,917000.0,1,2020-07-01
PNY 지포스 RTX 3050 UPRISING D6 8GB Dual 제이씨현,PNY,RTX 3050,,0,2022-02-01
MAXSUN 지포스 GT710 파워해머 D3 1GB,MAXSUN,GT710,,0,2020-10-01
GIGABYTE 지포스 GTX 1650 UD2 OC D6 4GB 피씨디렉트,GIGABYTE,GTX 1650,,0,2020-09-01
GAINWARD 지포스 GT1030 D4 2GB 디앤디컴,GAINWARD,GT1030,,0,2018-06-01
ASUS DUAL 지포스 RTX 3060 Ti O8G OC D6X 8GB,ASUS,RTX 3060 Ti,636000.0,1,2023-02-01
ZOTAC GAMING 지포스 RTX 4090 AMP EXTREME AIRO D6X 24GB,ZOTAC,RTX 4090,3053020.0,5,2022-10-01
ARKTEK 지포스 GT730 D3 2GB LP,ARKTEK,GT730,50530.0,39,2023-01-01
ASUS DUAL 지포스 RTX 3060 O12G OC D6 12GB White,ASUS,RTX 3060,380840.0,212,2023-05-01
ASUS ROG MATRIX PLATINUM 지포스 RTX 4090 GAMING D6X 24GB,ASUS,RTX 4090,5100000.0,13,2023-11-01
ASL 지포스 RTX 4060 RAGE-X D6 8GB Dual,ASL,RTX 4060,390490.0,62,2023-09-01
이도디스플레이 지포스 GTX 1660 SUPER RAGE-X II D6 6GB DUAL,이도디스플레이,GTX 1660 SUPER,233000.0,91,2023-11-01
NVIDIA T1000 D6 4GB,NVIDIA,T1000,502000.0,122,2021-07-01
AFOX 지포스 GTX 1660 SUPER H1 D6 6GB DUAL 대원씨티에스,AFOX,GTX 1660 SUPER,231930.0,76,2023-11-01
INNO3D 지포스 RTX 4070 Ti D6X 12GB X3,INNO3D,RTX 4070 Ti,1072120.0,158,2023-01-01
NVIDIA Tesla A100 HBM2e 80GB PCIe,NVIDIA,Tesla A100,30157300.0,4,2023-07-01
NVIDIA RTX A2000 D6 6GB,NVIDIA,RTX A2000,638000.0,132,2022-02-01
AFOX 지포스 GTX 1660 SUPER H4 D6 6GB DUAL 대원씨티에스,AFOX,GTX 1660 SUPER,229440.0,133,2023-03-01
NVIDIA RTX A4000 D6 16GB,NVIDIA,RTX A4000,1613000.0,139,2021-08-01
INNO3D 지포스 RTX 4070 OC D6X 12GB TWIN X2 WHITE,INNO3D,RTX 4070,803570.0,179,2023-04-01
INNO3D 지포스 RTX 4060 Ti OC D6 8GB TWIN X2,INNO3D,RTX 4060 Ti,539240.0,191,2023-05-01
INNO3D 지포스 RTX 4090 OC D6X 24GB X3,INNO3D,RTX 4090,2868880.0,4,2022-10-01
INNO3D 지포스 RTX 4060 D6 8GB TWIN X2,INNO3D,RTX 4060,406590.0,179,2023-06-01
INNO3D iChiLL 지포스 RTX 4080 D6X 16GB X3,INNO3D,RTX 4080,1578550.0,150,2022-11-01
INNO3D 지포스 RTX 4070 OC D6X 12GB TWIN X2,INNO3D,RTX 4070,794200.0,172,2023-04-01
INNO3D 지포스 RTX 2060 SUPER OC D6 8GB TWIN X2,INNO3D,RTX 2060 SUPER,273870.0,4,2022-08-01
INNO3D 지포스 RTX 4070 D6X 12GB TWIN X2,INNO3D,RTX 4070,802310.0,165,2023-04-01
AFOX 지포스 RTX 3060 Ti D6 8GB 대원씨티에스,AFOX,RTX 3060 Ti,459900.0,146,2023-07-01
NVIDIA RTX A6000 D6 48GB,NVIDIA,RTX A6000,7159990.0,31,2021-03-01
INNO3D 지포스 RTX 4070 OC D6X 12GB X3,INNO3D,RTX 4070,816960.0,170,2023-04-01
INNO3D 지포스 RTX 4060 Ti OC D6 8GB TWIN X2 WHITE,INNO3D,RTX 4060 Ti,579160.0,190,2023-05-01
INNO3D 지포스 RTX 4060 OC D6 8GB TWIN X2,INNO3D,RTX 4060,413010.0,191,2023-06-01
INNO3D iChiLL 지포스 RTX 4070 D6X 12GB X3,INNO3D,RTX 4070,839590.0,179,2023-04-01
NVIDIA RTX A5000 D6 24GB,NVIDIA,RTX A5000,3540000.0,135,2021-07-01
INNO3D 지포스 RTX 4070 Ti OC D6X 12GB X3,INNO3D,RTX 4070 Ti,1074250.0,149,2023-01-01
INNO3D 지포스 RTX 4060 Ti OC D6 16GB TWIN X2,INNO3D,RTX 4060 Ti,682890.0,153,2023-07-01
TAGER 지포스 GTX 1660 TI K D6 6GB,TAGER,GTX 1660 Ti,251450.0,113,2023-03-01
INNO3D 지포스 RTX 4060 OC D6 8GB TWIN X2 WHITE,INNO3D,RTX 4060,427570.0,185,2023-06-01
AFOX 지포스 RTX 3080 D6X 10GB 대원씨티에스,AFOX,RTX 3080,731300.0,117,2023-07-01
AFOX 지포스 RTX 3080 Ti D6X 12GB 대원씨티에스,AFOX,RTX 3080 Ti,1049660.0,140,2023-07-01
INNO3D 지포스 RTX 4060 Ti D6 8GB TWIN X2,INNO3D,RTX 4060 Ti,549970.0,184,2023-05-01
ASUS ROG STRIX 지포스 RTX 4070 O12G GAMING OC D6X 12GB,ASUS,RTX 4070,1005800.0,99,2023-11-01
AFOX 지포스 RTX 3070 D6 8GB 대원씨티에스,AFOX,RTX 3070,552540.0,135,2023-07-01
INNO3D 지포스 RTX 3060 D6 12GB TWIN X2,INNO3D,RTX 3060,385750.0,131,2021-08-01
INNO3D 지포스 RTX 4060 Ti OC D6 16GB TWIN X2 WHITE,INNO3D,RTX 4060 Ti,707340.0,159,2023-07-01
AFOX 지포스 RTX 3060 D6 12GB 대원씨티에스,AFOX,RTX 3060,359350.0,151,2023-07-01
INNO3D 지포스 GT1030 D5 2GB LP 무소음,INNO3D,GT1030,104580.0,115,2017-05-01
NVIDIA RTX A4500 D6 20GB,NVIDIA,RTX A4500,2233000.0,132,2022-02-01
ARKTEK 지포스 RTX 3060 Ti D6 8GB,ARKTEK,RTX 3060 Ti,467290.0,109,2023-07-01
AFOX 지포스 GTX 1650 H1 D6 4GB DUAL 대원씨티에스,AFOX,GTX 1650,188630.0,158,2023-03-01
갤럭시 BOY 지포스 RTX 4070 EX GAMER BLACK OC D6X 12GB,갤럭시,RTX 4070,880160.0,90,2023-11-01
TAGER 지포스 GT730 D3 1GB LP V2,TAGER,GT730,48420.0,128,2022-11-01
INNO3D 지포스 GTX 1650 OC D6 4GB TWIN X2,INNO3D,GTX 1650,196290.0,141,2023-01-01
GIGABYTE 지포스 GTX 1650 UD2 OC V2 D6 4GB 제이씨현,GIGABYTE,GTX 1650,201790.0,130,2020-10-01
이도디스플레이 지포스 GTX 1650 RAGE-X D6 4GB TWIN,이도디스플레이,GTX 1650,185820.0,110,2023-07-01
NVIDIA T400 D6 4GB,NVIDIA,T400,240000.0,106,2022-05-01
PALIT 지포스 RTX 3070 Ti GAMINGPRO D6X 8GB,PALIT,RTX 3070 Ti,1399000.0,1,2021-06-01
TAGER 지포스 G210 D3 512MB LP,TAGER,G210,24720.0,108,2020-06-01
엠탑코리아 지포스 GTX960 NEW D5 2GB 듀얼쿨러,엠탑코리아,GTX960,152150.0,42,2018-08-01
FORSA 지포스 GTX 1660 Ti Gaming K D6 6GB,FORSA,GTX 1660 Ti,253150.0,85,2023-03-01
INNO3D iChiLL 지포스 RTX 4070 Ti D6X 12GB X3,INNO3D,RTX 4070 Ti,1179930.0,110,2023-01-01
갤럭시 GALAX 지포스 RTX 4070 2X D6X 12GB (벌크),갤럭시,RTX 4070,846680.0,117,2023-08-01
PALIT 지포스 GTX1050 Ti STORM X D5 4GB,PALIT,GTX1050 Ti,180250.0,108,2017-06-01
AFOX 지포스 GT1030 D5 2GB LP 에이치엔에스텍,AFOX,GT1030,89240.0,87,2019-11-01
FORSA 지포스 GTX 1660 SUPER X D6 6GB,FORSA,GTX 1660 SUPER,243310.0,110,2022-10-01
NVIDIA RTX A5500 D6 24GB,NVIDIA,RTX A5500,5600000.0,104,2022-07-01
FORSA 지포스 GT1030 D5 2GB,FORSA,GT1030,97160.0,72,2018-11-01
TAGER 지포스 GT1030 D5 2GB,TAGER,GT1030,94020.0,94,2020-06-01
TAGER 지포스 GTX 1650 K D6 4G DUAL,TAGER,GTX 1650,191450.0,102,2022-12-01
FORSA 지포스 GT710 D3 2GB LP,FORSA,GT710,45610.0,94,2023-06-01
FORSA 지포스 RTX 3070 eXtreme edition D6 8GB,FORSA,RTX 3070,556840.0,75,2020-12-01
INNO3D 지포스 GTX 1650 D6 4GB TWIN X2 OC V3,INNO3D,GTX 1650,197940.0,64,2023-10-01
NVIDIA RTX A2000 D6 12GB,NVIDIA,RTX A2000,924000.0,7,2022-05-01
GIGABYTE 지포스 GTX 1660 SUPER UDV D6 6GB 제이씨현,GIGABYTE,GTX 1660 SUPER,287990.0,9,2021-02-01
PALIT 지포스 RTX 4090 GAMEROCK D6X 24GB,PALIT,RTX 4090,2928000.0,1,2022-10-01
FORSA 지포스 GT730 D3 1GB LP,FORSA,GT730,49540.0,66,2015-02-01
TAGER 지포스 GTX 1660 SUPER Dual D6 6GB,TAGER,GTX 1660 SUPER,239700.0,78,2023-11-01
TAGER 지포스 RTX 3060 Dual D6 12GB,TAGER,RTX 3060,374084.0,87,2023-11-01
INNO3D iChiLL 지포스 RTX 4090 D6X 24GB X3,INNO3D,RTX 4090,3108980.0,6,2022-10-01
PNY XLR8 지포스 RTX 4060 Ti VERTO Gaming OC 8GB Dual 제이씨현,PNY,RTX 4060 Ti,588990.0,76,2023-10-01
FORSA 지포스 RTX 3060 Dual D6 12GB,FORSA,RTX 3060,376660.0,72,2023-11-01
AFOX 지포스 GTX750 Ti D5 2GB DUAL 에이치엔에스텍,AFOX,GTX750 Ti,175750.0,4,2019-06-01
FORSA 지포스 G210 D3 512MB,FORSA,G210,27790.0,67,2012-12-01
이도디스플레이 지포스 RTX 3060 RAGE-X D6 12GB Twin (벌크),이도디스플레이,RTX 3060,379470.0,19,2023-09-01
MANLI 지포스 RTX 4070 Ti Rush D6X 12GB,MANLI,RTX 4070 Ti,,0,2023-11-01
ASUS TUF Gaming 지포스 GTX 1660 Ti 6G EVO D6 6GB,ASUS,GTX 1660 Ti,312000.0,16,2021-08-01
AFOX 지포스 RTX 3090 D6 24GB 대원씨티에스,AFOX,RTX 3090,2543320.0,62,2023-07-01
FORSA 지포스 GT730 128bit D3 1GB,FORSA,GT730,49430.0,34,2018-12-01
NVIDIA RTX 6000 Ada Generation D6 48GB,NVIDIA,RTX 6000,,0,2023-03-01
FORSA 지포스 GTX 1650 D6 4GB,FORSA,GTX 1650,211980.0,52,2020-09-01
엠탑코리아 지포스 GTX950 NEW D5 2GB 듀얼쿨러,엠탑코리아,GTX950,156540.0,33,2018-08-01
GIGABYTE 지포스 GTX 1650 UD2 OC V4 D6 4GB 피씨디렉트,GIGABYTE,GTX 1650,208710.0,37,2023-11-01
INNO3D 지포스 RTX 4090 OC D6X 24GB X3 WHITE,INNO3D,RTX 4090,3760000.0,2,2023-06-01
PALIT 지포스 RTX 4090 GAMEROCK OC D6X 24GB,PALIT,RTX 4090,2986990.0,4,2022-11-01
ARKTEK 지포스 G210 D3 1GB LP,ARKTEK,G210,28920.0,42,2020-04-01
NVIDIA 쿼드로 RTX 6000 D6 24GB,NVIDIA,RTX 6000,5445000.0,12,2018-12-01
COLORFUL 지포스 GT1030 REVENGE V3 D5 2GB,COLORFUL,GT1030,93890.0,8,2018-06-01
FORSA 지포스 GTX1050 Ti D5 4GB DUAL,FORSA,GTX1050 Ti,210410.0,40,2017-08-01
AFOX 지포스 GTX 1650 H3-V3 D6 4GB,AFOX,GTX 1650,191400.0,20,2022-06-01
INNO3D 지포스 RTX 3060 Ti D6 8GB TWIN X2 LHR,INNO3D,RTX 3060 Ti,537190.0,5,2021-07-01
ASUS PH 지포스 RTX 3060 D6 12GB,ASUS,RTX 3060,494130.0,13,2021-07-01
ZOTAC GAMING 지포스 RTX 4090 Trinity OC D6X 24GB White,ZOTAC,RTX 4090,3194710.0,3,2023-10-01
TAGER 지포스 GTX 1660 D5 6GB,TAGER,GTX 1660,263670.0,6,2020-06-01
NVIDIA 쿼드로 P620 D5 2GB,NVIDIA,P620,298000.0,2,2018-04-01
FORSA 지포스 GTX 1660 SUPER K D6 6GB,FORSA,GTX 1660 SUPER,255520.0,32,2020-03-01
NVIDIA 쿼드로 RTX 4000 D6 8GB,NVIDIA,RTX 4000,1430730.0,5,2019-02-01
NVIDIA 쿼드로 RTX 5000 D6 16GB,NVIDIA,RTX 5000,2635300.0,1,2018-12-01
GIGABYTE 지포스 RTX 4070 WINDFORCE OC THRONE AND LIBERTY EDITION D6X 12GB 피씨디렉트,GIGABYTE,RTX 4070,,0,2023-12-01
이도디스플레이 지포스 GTX 1660 SUPER RAGE-X II D6 6GB,이도디스플레이,GTX 1660 SUPER,233000.0,1,2023-08-01
GIGABYTE 지포스 GTX 1660 SUPER Gaming D6 6GB 제이씨현,GIGABYTE,GTX 1660 SUPER,676590.0,25,2020-03-01
MANLI 지포스 RTX 3090 Gallardo D6X 24GB,MANLI,RTX 3090,2448190.0,4,2023-02-01
AFOX 지포스 G210 D3 512MB LP,AFOX,G210,25240.0,11,2019-08-01
NVIDIA T600 D6 4GB,NVIDIA,T600,884340.0,1,2021-07-01
ASUS PH 지포스 GTX1050 Ti D5 4GB,ASUS,GTX1050 Ti,212010.0,9,2017-04-01
INNO3D 지포스 GTX 1630 OC D6 4GB TWIN X2,INNO3D,GTX 1630,197950.0,13,2022-08-01
ASUS TUF Gaming 지포스 GTX 1660 Ti O6G EVO OC D6 6GB,ASUS,GTX 1660 Ti,396000.0,6,2021-08-01
이도디스플레이 지포스 RTX 3060 Ti RAGE-X D6 8GB LHR,이도디스플레이,RTX 3060 Ti,494000.0,2,2022-08-01
엠탑코리아 지포스 GTX1050 NEW D5 2GB 듀얼쿨러,엠탑코리아,GTX1050,243000.0,3,2020-06-01
GIGABYTE 지포스 GT1030 UD2 D4 2GB 미니미 제이씨현,GIGABYTE,GT1030,105000.0,13,2018-04-01
NVIDIA T1000 D6 8GB,NVIDIA,T1000,674540.0,2,2022-02-01
GIGABYTE 지포스 RTX 3080 Gaming OC V2 D6X 10GB 제이씨현,GIGABYTE,RTX 3080,1760000.0,1,2021-06-01
이도디스플레이 지포스 RTX 4070 Ti RAGE-X D6X 12GB Triple,이도디스플레이,RTX 4070 Ti,1146010.0,1,2023-02-01
이도디스플레이 지포스 RTX 3070 RAGE-X EXTREME D6 8GB,이도디스플레이,RTX 3070,557500.0,8,2022-11-01
TAGER 지포스 GTX 1660 SUPER K D6 6GB,TAGER,GTX 1660 SUPER,242000.0,7,2023-01-01
INNO3D iChiLL 지포스 RTX 3090 D6X 24GB X4,INNO3D,RTX 3090,3939000.0,1,2020-09-01
PALIT 지포스 RTX 4070 Ti GAMINGPRO D6X 12GB,PALIT,RTX 4070 Ti,1219990.0,4,2023-01-01
PALIT 지포스 RTX 4080 GAMEROCK D6X 16GB,PALIT,RTX 4080,1853800.0,2,2022-11-01
이도디스플레이 지포스 GTX 1650 RAGE-X D6 4GB Dual,이도디스플레이,GTX 1650,212000.0,13,2022-05-01
HP 지포스 RTX 3070 D6 8GB (벌크),HP,RTX 3070,565000.0,1,2022-02-01
TAGER 지포스 GTX 1660 SUPER D6 6GB,TAGER,GTX 1660 SUPER,239660.0,6,2020-06-01
INNO3D 지포스 GTX 1660 SUPER D6 6GB TWIN X2,INNO3D,GTX 1660 SUPER,313670.0,8,2019-11-01
FORSA 지포스 GT610 Plus D3 1GB,FORSA,GT610,48030.0,2,2016-03-01
이도디스플레이 지포스 GTX 1660 SUPER RAGE-X D6 6GB Dual,이도디스플레이,GTX 1660 SUPER,260000.0,1,2022-11-01
TAGER 지포스 GT730 D3 1GB LP,TAGER,GT730,50360.0,4,2020-06-01
GIGABYTE 지포스 GTX 1650 UD2 OC D5 4GB Nano LP 제이씨현,GIGABYTE,GTX 1650,,0,2019-11-01
PALIT 지포스 RTX 3090 GAMEROCK OC D6X 24GB,PALIT,RTX 3090,6010000.0,1,2020-11-01
이도디스플레이 지포스 RTX 3060 RAGE-X D6 12GB Dual,이도디스플레이,RTX 3060,475000.0,4,2022-05-01
TAGER 지포스 GTX 1660 Gaming Edition V D5 6GB,TAGER,GTX 1660,278740.0,2,2022-11-01
GIGABYTE 지포스 G210 D3 1GB,GIGABYTE,G210,300000.0,1,2018-11-01
액슬 지포스 G210 SMART HDMI D3 512MB LP,액슬,G210,300000.0,2,2011-10-01
NVIDIA 쿼드로 P1000 MDP to DP D5 4GB,NVIDIA,P1000,800000.0,1,2017-04-01
이도디스플레이 지포스 GTX 1650 RAGE-X D6 4GB TWIN (벌크),이도디스플레이,GTX 1650,196000.0,4,2023-07-01
PALIT 지포스 RTX 4080 GAMINGPRO D6X 16GB,PALIT,RTX 4080,,0,2023-02-01
INNO3D 지포스 RTX 4080 D6X 16GB X3,INNO3D,RTX 4080,1687140.0,4,2022-11-01
PALIT 지포스 RTX 3060 Ti Dual D6 8GB LHR,PALIT,RTX 3060 Ti,1080000.0,1,2021-07-01
AFOX 지포스 GT730 D3 2GB LP 무소음,AFOX,GT730,59000.0,2,2021-04-01
INNO3D 지포스 GTX 1650 OC D6 4GB X2,INNO3D,GTX 1650,264000.0,5,2020-04-01
INNO3D 지포스 RTX 3070 D6 8GB TWIN X2 LHR,INNO3D,RTX 3070,1696000.0,1,2022-06-01
ASUS TUF Gaming 지포스 GTX 1660 Ti T6G EVO OC D6 6GB,ASUS,GTX 1660 Ti,393120.0,3,2021-09-01
INNO3D iChiLL 지포스 RTX 3080 D6X 10GB X4 LHR,INNO3D,RTX 3080,1977470.0,1,2021-06-01
GIGABYTE 지포스 GTX 1660 Ti UDV D6 6GB 제이씨현,GIGABYTE,GTX 1660 Ti,391310.0,1,2021-06-01
PALIT 지포스 RTX 3060 Dual D6 12GB,PALIT,RTX 3060,1299990.0,3,2021-02-01
GIGABYTE 지포스 GTX 1660 Ti UDV OC D6 6GB 제이씨현,GIGABYTE,GTX 1660 Ti,729000.0,1,2019-02-01
MANLI 지포스 RTX 3070 Ti Rush D6X 8GB LHR (벌크),MANLI,RTX 3070 Ti,1572710.0,6,2021-11-01
INNO3D 지포스 RTX 3060 OC D6 12GB TWIN X2,INNO3D,RTX 3060,465300.0,4,2021-02-01
FORSA 지포스 RTX 3070 D6 8GB,FORSA,RTX 3070,708300.0,3,2023-01-01
TAGER 지포스 RTX 3060 Ti GAMING D6 8GB,TAGER,RTX 3060 Ti,638100.0,2,2022-11-01
PALIT 지포스 RTX 2060 DUAL NL D6 12GB,PALIT,RTX 2060,1600000.0,1,2021-12-01
INNO3D 지포스 RTX 3060 Ti OC D6 8GB TWIN X2 LHR,INNO3D,RTX 3060 Ti,1981640.0,1,2021-06-01
ASUS PH 지포스 GTX 1660 SUPER D6 6GB,ASUS,GTX 1660 SUPER,1640000.0,1,2021-04-01
FORSA 지포스 RTX 3060 Ti GAMING D6 8GB,FORSA,RTX 3060 Ti,843480.0,1,2022-10-01
GIGABYTE 지포스 GT730 UD2 V3 D3 2GB 제이씨현,GIGABYTE,GT730,198000.0,1,2021-06-01
AFOX 지포스 GT730 D3 1GB LP,AFOX,GT730,61900.0,1,2020-03-01
TAGER 지포스 RTX 3060 D6 12GB,TAGER,RTX 3060,568180.0,4,2022-09-01
액슬 지포스 GT730 클래식 D3 2GB,액슬,GT730,81025.0,2,2021-05-01
AFOX 지포스 GTX1050 Ti H7 D5 4GB,AFOX,GTX1050 Ti,800000.0,1,2021-11-01
